;title;artist;genres;duration;explicit_content
0;Despacito;Luis Fonsi & Daddy Yankee Featuring Justin Bieber;['Latino'];232.0;0.0
1;Shape Of You;Ed Sheeran;['Pop', 'Singer & Songwriter'];233.0;0.0
2;That's What I Like;Bruno Mars;['Pop'];206.0;0.0
3;Bad And Boujee;Migos Featuring Lil Uzi Vert;[];181.0;0.0
4;Bodak Yellow (Money Moves);Cardi B;['Pop'];220.0;1.0
5;Humble.;Kendrick Lamar;['Rap/Hip Hop'];177.0;1.0
6;Rockstar;Post Malone Featuring 21 Savage;[];218.0;0.0
7;Starboy;The Weeknd Featuring Daft Punk;['Pop', 'Singer & Songwriter'];199.0;0.0
8;I'm The One;DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne;['Rap/Hip Hop'];288.0;1.0
9;Wild Thoughts;DJ Khaled Featuring Rihanna & Bryson Tiller;['Rap/Hip Hop'];204.0;1.0
10;Closer;The Chainsmokers Featuring Halsey;['Pop', 'Singer & Songwriter'];217.0;0.0
11;I Don't Wanna Live Forever (Fifty Shades Darker);Zayn / Taylor Swift;['Pop'];247.0;0.0
12;Black Beatles;Rae Sremmurd Featuring Gucci Mane;['Alternative', 'Pop'];241.0;0.0
13;Unforgettable;French Montana Featuring Swae Lee;['Rap/Hip Hop'];233.0;1.0
14;Something Just Like This;The Chainsmokers & Coldplay;['Alternative', 'Pop Indé', 'Electro', 'Techno/House', 'Dance', 'Pop'];247.0;0.0
15;Believer;Imagine Dragons;['Alternative'];204.0;0.0
16;Mask Off;Future;['Rap/Hip Hop'];204.0;1.0
17;1-800-273-8255;Logic Featuring Alessia Cara & Khalid;[];252.0;0.0
18;Body Like A Back Road;Sam Hunt;['Country'];165.0;0.0
19;24K Magic;Bruno Mars;['Pop'];225.0;0.0
20;Stay;Zedd & Alessia Cara;['Dance'];210.0;0.0
21;Congratulations;Post Malone Featuring Quavo;[];220.0;0.0
22;Attention;Charlie Puth;['Pop'];211.0;0.0
23;XO TOUR Llif3;Lil Uzi Vert;['Rap/Hip Hop'];182.0;1.0
24;Say You Won't Let Go;James Arthur;['Pop', 'Pop internationale', 'Rock'];211.0;0.0
25;iSpy;KYLE Featuring Lil Yachty;['Rap/Hip Hop'];253.0;1.0
26;Bad Things;Machine Gun Kelly x Camila Cabello;['Pop'];243.0;0.0
27;I Feel It Coming;The Weeknd Featuring Daft Punk;[];268.0;0.0
28;There's Nothing Holdin' Me Back;Shawn Mendes;['Pop'];199.0;0.0
29;Look What You Made Me Do;Taylor Swift;['Pop'];211.0;0.0
30;Love On The Brain;Rihanna;['Pop'];224.0;1.0
31;Paris;The Chainsmokers;['Electro', 'Electro Pop/Electro Rock', 'Dance', 'Pop'];221.0;0.0
32;Feel It Still;Portugal. The Man;['Alternative'];163.0;0.0
33;It Ain't Me;Kygo x Selena Gomez;[];;
34;Bounce Back;Big Sean;['Rap/Hip Hop'];222.0;1.0
35;DNA.;Kendrick Lamar;['Rap/Hip Hop'];185.0;1.0
36;Chained To The Rhythm;Katy Perry Featuring Skip Marley;[];237.0;0.0
